epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
380,605.258,0.63853,0.86467,0.14331,0.40346,0.83475,0.99745,1,0.995,0.80597,0.95403,0.95652,0.96624,0.85719,0.77073,0.78286,0.02438,0.43478,0.86485,0.00124958,0.00124958,0.00124958
381,606.992,0.66314,0.92582,0.15759,0.42452,0.87175,0.99744,1,0.995,0.81702,0.95408,0.95652,0.96451,0.84523,0.73521,0.82747,0.02332,0.4234,0.85897,0.0012476,0.0012476,0.0012476
382,608.571,0.6321,0.92145,0.09283,0.41169,0.84928,0.99729,1,0.995,0.83218,0.95393,0.95652,0.96403,0.8338,0.72273,0.8787,0.02404,0.40393,0.85989,0.00124562,0.00124562,0.00124562
383,610.137,0.63025,0.76883,0.10042,0.41622,0.84849,0.99748,1,0.995,0.81385,0.95406,0.95652,0.96246,0.8457,0.77499,0.86006,0.02547,0.43989,0.86588,0.00124364,0.00124364,0.00124364
384,611.758,0.65793,0.84042,0.11616,0.41868,0.87225,0.99746,1,0.995,0.81324,0.9541,0.95652,0.95387,0.81898,0.78182,0.83628,0.02407,0.4396,0.86397,0.00124166,0.00124166,0.00124166
385,613.337,0.6294,1.00503,0.12569,0.41175,0.87027,0.99741,1,0.995,0.7982,0.95398,0.95652,0.9407,0.81146,0.76067,0.80871,0.02275,0.42456,0.85851,0.00123968,0.00123968,0.00123968
386,614.922,0.63709,0.88668,0.13895,0.42209,0.8458,0.99745,1,0.995,0.79567,0.95408,0.95652,0.93668,0.79593,0.73454,0.82143,0.02086,0.43448,0.85949,0.0012377,0.0012377,0.0012377
387,616.516,0.63393,0.86735,0.12862,0.42136,0.85567,0.99729,1,0.995,0.78843,0.95393,0.95652,0.93331,0.79108,0.7852,0.85335,0.02101,0.42872,0.86945,0.00123572,0.00123572,0.00123572
388,618.1,0.61444,0.77431,0.09152,0.40617,0.84953,0.99739,1,0.995,0.80935,0.95402,0.95652,0.93868,0.80092,0.71456,0.85146,0.02045,0.42957,0.85558,0.00123374,0.00123374,0.00123374
389,619.783,0.65914,0.8059,0.11558,0.41241,0.83992,0.99739,1,0.995,0.83654,0.95403,0.95652,0.95668,0.8241,0.69562,0.86767,0.01991,0.44075,0.84927,0.00123176,0.00123176,0.00123176
390,621.332,0.62899,0.66382,0.12976,0.40182,0.84941,0.99734,1,0.995,0.83534,0.95433,0.95652,0.96492,0.84535,0.68365,0.85566,0.02131,0.42552,0.84603,0.00122978,0.00122978,0.00122978
391,622.91,0.6156,0.85188,0.10782,0.41572,0.83012,0.99729,1,0.995,0.83045,0.95424,0.95652,0.96404,0.84186,0.68564,0.87412,0.02195,0.41075,0.84754,0.0012278,0.0012278,0.0012278
392,624.496,0.61005,0.97381,0.10973,0.39817,0.84987,0.99712,1,0.995,0.81105,0.95415,0.95652,0.96233,0.82866,0.723,0.84766,0.02225,0.44487,0.85453,0.00122582,0.00122582,0.00122582
393,626.12,0.66073,0.90632,0.12084,0.42519,0.8649,0.99574,1,0.995,0.81953,0.95392,0.95652,0.96175,0.81564,0.74019,0.83095,0.02223,0.46498,0.86383,0.00122384,0.00122384,0.00122384
394,627.678,0.64234,0.97147,0.12878,0.43324,0.85829,0.9959,1,0.995,0.82624,0.95393,0.95652,0.9633,0.82516,0.69624,0.84974,0.02041,0.40807,0.85198,0.00122186,0.00122186,0.00122186
395,629.279,0.57334,0.92454,0.11099,0.40316,0.84183,0.9969,1,0.995,0.8307,0.95493,0.95652,0.96734,0.82044,0.70608,0.88371,0.02026,0.42254,0.85311,0.00121988,0.00121988,0.00121988
396,631.031,0.68964,0.87456,0.12834,0.4182,0.84781,0.99733,1,0.995,0.84462,0.95567,0.95652,0.97132,0.83134,0.72985,0.88906,0.01968,0.43774,0.85799,0.0012179,0.0012179,0.0012179
397,632.603,0.60516,0.69617,0.11379,0.40617,0.8432,0.99752,1,0.995,0.84523,0.95539,0.95652,0.97187,0.84862,0.72336,0.88607,0.01832,0.41699,0.85332,0.00121592,0.00121592,0.00121592
398,634.174,0.63376,0.84023,0.1347,0.43217,0.87996,0.9974,1,0.995,0.80689,0.95553,0.95652,0.96705,0.84333,0.74264,0.82934,0.01857,0.43012,0.86102,0.00121394,0.00121394,0.00121394
399,635.76,0.63969,0.8689,0.13086,0.40041,0.85364,0.99735,1,0.995,0.82132,0.95571,0.95652,0.96404,0.82534,0.76757,0.83844,0.01853,0.43314,0.8649,0.00121196,0.00121196,0.00121196
400,637.326,0.6489,0.79078,0.14556,0.41009,0.8739,0.99704,1,0.995,0.83004,0.95569,0.95652,0.96255,0.79961,0.77663,0.88634,0.0183,0.41977,0.86383,0.00120998,0.00120998,0.00120998
401,638.915,0.65047,0.85618,0.16533,0.40992,0.88023,0.99746,1,0.995,0.8173,0.95579,0.95652,0.96492,0.81559,0.78031,0.86594,0.01786,0.41866,0.86017,0.001208,0.001208,0.001208
402,640.475,0.6346,0.90901,0.17279,0.40805,0.87962,0.9975,1,0.995,0.84029,0.9553,0.95652,0.97081,0.83481,0.73932,0.82373,0.01735,0.42698,0.85394,0.00120602,0.00120602,0.00120602
403,642.021,0.65594,0.86721,0.14278,0.41036,0.85955,0.99753,1,0.995,0.84349,0.95556,0.95652,0.96988,0.82407,0.73957,0.84104,0.01802,0.43734,0.85451,0.00120404,0.00120404,0.00120404
404,643.668,0.6296,0.85826,0.1121,0.40133,0.88931,0.99742,1,0.995,0.85047,0.95526,0.95652,0.96906,0.84452,0.71374,0.79369,0.01851,0.41124,0.84627,0.00120206,0.00120206,0.00120206
405,645.26,0.6116,0.80222,0.1298,0.4045,0.84515,0.99727,1,0.995,0.86414,0.95438,0.95652,0.97132,0.84951,0.72683,0.79226,0.01687,0.41471,0.84505,0.00120008,0.00120008,0.00120008
406,646.835,0.65007,0.85816,0.1499,0.40655,0.85469,0.99734,1,0.995,0.84427,0.95476,0.95652,0.97132,0.8409,0.72402,0.7997,0.01643,0.43323,0.84137,0.0011981,0.0011981,0.0011981
407,648.389,0.62542,0.81463,0.11092,0.40986,0.85835,0.99733,1,0.995,0.84811,0.95485,0.95652,0.97307,0.84941,0.70419,0.76458,0.01687,0.40844,0.84439,0.00119612,0.00119612,0.00119612
408,649.956,0.63779,0.94251,0.12667,0.41737,0.84052,0.99744,1,0.995,0.8496,0.95547,0.95652,0.97307,0.86239,0.69629,0.74225,0.01734,0.41567,0.84611,0.00119414,0.00119414,0.00119414
409,651.486,0.63278,0.66625,0.0943,0.40578,0.82989,0.99741,1,0.995,0.82607,0.95541,0.95652,0.97081,0.86785,0.75174,0.76863,0.01734,0.40824,0.86398,0.00119216,0.00119216,0.00119216
410,653.094,0.61729,0.76579,0.15807,0.42373,0.84593,0.99748,1,0.995,0.82431,0.95594,0.95652,0.96797,0.86182,0.72454,0.76824,0.01902,0.41116,0.86331,0.00119018,0.00119018,0.00119018
411,654.647,0.59994,0.80746,0.10373,0.38324,0.84081,0.99765,1,0.995,0.844,0.95756,0.95652,0.96946,0.8801,0.67342,0.76868,0.01997,0.39649,0.84917,0.0011882,0.0011882,0.0011882
412,656.322,0.63912,0.73005,0.16186,0.41954,0.86158,0.9976,1,0.995,0.82888,0.96415,0.95652,0.97446,0.87662,0.7385,0.78843,0.01975,0.40822,0.85693,0.00118622,0.00118622,0.00118622
413,657.938,0.6254,0.88471,0.10121,0.40901,0.87079,0.9976,1,0.995,0.82888,0.95878,0.95652,0.97245,0.86364,0.75982,0.8122,0.01921,0.42413,0.85713,0.00118424,0.00118424,0.00118424
414,659.562,0.61758,0.8884,0.16873,0.40085,0.8499,0.99757,1,0.995,0.83168,0.95599,0.95652,0.97081,0.84162,0.70269,0.81906,0.01723,0.44525,0.84424,0.00118226,0.00118226,0.00118226
415,661.149,0.66559,1.01894,0.18067,0.41556,0.83686,0.99756,1,0.995,0.83279,0.95823,0.95652,0.97081,0.84723,0.71337,0.79499,0.01658,0.41816,0.84664,0.00118028,0.00118028,0.00118028
416,662.745,0.67437,0.83516,0.15655,0.42254,0.87433,0.99749,1,0.995,0.82659,0.96565,0.95652,0.96988,0.81335,0.74616,0.80733,0.01717,0.43286,0.85562,0.0011783,0.0011783,0.0011783
417,664.342,0.70524,0.85589,0.14565,0.43007,0.86827,0.99737,1,0.995,0.83486,0.9562,0.95652,0.96797,0.80729,0.70464,0.80694,0.01842,0.43002,0.85157,0.00117632,0.00117632,0.00117632
418,665.986,0.6665,1.02395,0.15962,0.42345,0.86119,0.99706,1,0.995,0.83861,0.95536,0.95652,0.96577,0.82816,0.68096,0.79956,0.01964,0.41075,0.84575,0.00117434,0.00117434,0.00117434
419,667.567,0.63807,0.8524,0.11583,0.42234,0.85697,0.99696,1,0.995,0.82079,0.99696,1,0.995,0.81379,0.75699,0.78961,0.02023,0.42176,0.85736,0.00117236,0.00117236,0.00117236
420,669.263,0.65381,0.88259,0.17727,0.40068,0.8582,0.99638,1,0.995,0.8507,0.99638,1,0.995,0.805,0.71665,0.85275,0.01892,0.41758,0.85634,0.00117038,0.00117038,0.00117038
421,670.814,0.63004,0.79267,0.10262,0.40836,0.86721,0.99662,1,0.995,0.8434,0.95329,0.95652,0.96117,0.81819,0.68794,0.88658,0.01997,0.39955,0.8487,0.0011684,0.0011684,0.0011684
422,672.408,0.60409,0.81463,0.13396,0.39222,0.86835,0.99692,1,0.995,0.8316,0.95358,0.95652,0.96338,0.82132,0.73828,0.86073,0.02037,0.41222,0.85482,0.00116642,0.00116642,0.00116642
423,673.971,0.60844,0.73632,0.0879,0.39965,0.83524,0.99705,1,0.995,0.8484,0.99705,1,0.995,0.84343,0.72455,0.78077,0.0189,0.42468,0.85326,0.00116444,0.00116444,0.00116444
424,675.561,0.63123,0.77639,0.14983,0.40514,0.84049,0.99735,1,0.995,0.83553,0.95516,0.95652,0.97245,0.86671,0.71705,0.79883,0.01887,0.41803,0.8509,0.00116246,0.00116246,0.00116246
425,677.182,0.63351,0.71209,0.10937,0.39384,0.86334,0.99743,1,0.995,0.84188,0.95582,0.95652,0.97245,0.86397,0.69691,0.75434,0.01959,0.41009,0.84449,0.00116048,0.00116048,0.00116048
426,678.765,0.6798,0.87334,0.1227,0.41312,0.86968,0.99748,1,0.995,0.82756,0.99748,1,0.995,0.8742,0.71513,0.7064,0.01908,0.41148,0.84323,0.0011585,0.0011585,0.0011585
427,680.319,0.63544,0.90997,0.18425,0.39221,0.84104,0.99751,1,0.995,0.85014,0.95599,0.95652,0.96832,0.87996,0.70779,0.71605,0.02045,0.3885,0.84805,0.00115652,0.00115652,0.00115652
428,682.022,0.62814,0.73408,0.11482,0.39543,0.84982,0.99749,1,0.995,0.84944,0.95543,0.95652,0.96624,0.85869,0.69032,0.74275,0.02208,0.38124,0.84752,0.00115454,0.00115454,0.00115454
429,683.592,0.56212,0.777,0.11734,0.39567,0.83347,0.99743,1,0.995,0.83565,0.95487,0.95652,0.96388,0.84891,0.68485,0.75078,0.02193,0.39472,0.84689,0.00115256,0.00115256,0.00115256
430,685.192,0.59641,0.79931,0.19866,0.39907,0.84625,0.99728,1,0.995,0.81477,0.99728,1,0.995,0.84825,0.73259,0.78282,0.0213,0.41981,0.85221,0.00115058,0.00115058,0.00115058
431,686.807,0.60745,0.85766,0.14096,0.41474,0.8658,0.99681,1,0.995,0.80717,0.99681,1,0.995,0.82373,0.73766,0.82793,0.02053,0.39429,0.8588,0.0011486,0.0011486,0.0011486
432,688.427,0.63354,0.90458,0.14797,0.39612,0.87335,0.95472,1,0.995,0.80591,0.91306,0.95652,0.95401,0.82188,0.75035,0.84953,0.01965,0.44797,0.85936,0.00114662,0.00114662,0.00114662
433,690.057,0.61849,0.76361,0.12366,0.38694,0.84836,0.99317,1,0.995,0.83982,0.94999,0.95652,0.94881,0.81267,0.75054,0.83199,0.0187,0.45946,0.85912,0.00114464,0.00114464,0.00114464
434,691.682,0.62819,0.84646,0.15132,0.40688,0.86003,0.99406,1,0.995,0.83928,0.95084,0.95652,0.9551,0.82801,0.76479,0.78769,0.01852,0.46151,0.86194,0.00114266,0.00114266,0.00114266
435,693.221,0.63981,0.77323,0.14143,0.41742,0.85916,0.99674,1,0.995,0.83378,0.9534,0.95652,0.95679,0.84917,0.75562,0.72765,0.02084,0.41371,0.85546,0.00114068,0.00114068,0.00114068
436,694.93,0.62497,0.9392,0.16617,0.39825,0.871,0.99729,1,0.995,0.82744,0.95393,0.95652,0.95373,0.83419,0.77622,0.76799,0.02137,0.43239,0.85886,0.0011387,0.0011387,0.0011387
437,696.492,0.59861,0.98554,0.12068,0.3983,0.85573,0.9974,1,0.995,0.83013,0.9974,1,0.995,0.84338,0.76214,0.79148,0.02162,0.40399,0.85572,0.00113672,0.00113672,0.00113672
438,698.098,0.58726,0.76646,0.1371,0.39755,0.81968,0.99747,1,0.995,0.85357,0.9541,0.95652,0.96958,0.8758,0.73425,0.78731,0.02167,0.39745,0.84981,0.00113474,0.00113474,0.00113474
439,699.683,0.59439,0.72239,0.09865,0.39567,0.86353,0.99733,1,0.995,0.84878,0.99733,1,0.995,0.86772,0.70883,0.77246,0.02088,0.41072,0.85124,0.00113276,0.00113276,0.00113276
440,701.282,0.62696,0.91347,0.21302,0.41138,0.86594,0.99725,1,0.995,0.84876,0.99725,1,0.995,0.85953,0.69148,0.74909,0.02003,0.40846,0.85217,0.00113078,0.00113078,0.00113078
441,702.915,0.58437,0.73578,0.07722,0.39355,0.82291,0.99551,1,0.995,0.84554,0.99551,1,0.995,0.8514,0.6789,0.77598,0.0188,0.41007,0.84995,0.0011288,0.0011288,0.0011288
442,704.45,0.58676,0.63399,0.06739,0.39889,0.8418,0.99736,1,0.995,0.84964,0.99736,1,0.995,0.84924,0.66843,0.78725,0.01798,0.42398,0.8423,0.00112682,0.00112682,0.00112682
443,706.04,0.59646,0.65188,0.13123,0.38754,0.85552,0.99653,1,0.995,0.84162,0.99653,1,0.995,0.83915,0.71766,0.79312,0.01721,0.42272,0.85063,0.00112484,0.00112484,0.00112484
444,707.747,0.6026,0.67563,0.08485,0.39264,0.8627,0.99752,1,0.995,0.84986,0.9541,0.95652,0.96741,0.83023,0.72426,0.77127,0.01708,0.41532,0.85013,0.00112286,0.00112286,0.00112286
445,709.337,0.62341,0.88177,0.171,0.4067,0.8417,0.99759,1,0.995,0.83973,0.95422,0.95652,0.96621,0.84733,0.72847,0.75621,0.01664,0.40872,0.85267,0.00112088,0.00112088,0.00112088
446,710.895,0.59341,0.80079,0.11745,0.40445,0.84381,0.99744,1,0.995,0.82212,0.99744,1,0.995,0.8409,0.74046,0.77315,0.01637,0.41959,0.85489,0.0011189,0.0011189,0.0011189
447,712.461,0.60074,0.76524,0.11416,0.4154,0.84616,0.99736,1,0.995,0.82188,0.99736,1,0.995,0.83383,0.77043,0.76627,0.01661,0.42912,0.85791,0.00111692,0.00111692,0.00111692
448,714.014,0.65238,0.87804,0.20056,0.43183,0.88723,0.99693,1,0.995,0.8277,0.95358,0.95652,0.95895,0.81838,0.76866,0.79457,0.01669,0.4565,0.86355,0.00111494,0.00111494,0.00111494
449,715.624,0.63219,0.84339,0.13405,0.42854,0.84863,0.99665,1,0.995,0.82771,0.99665,1,0.995,0.84007,0.74941,0.77779,0.0161,0.43267,0.85688,0.00111296,0.00111296,0.00111296
450,717.199,0.6557,0.8222,0.1494,0.40625,0.86039,0.99716,1,0.995,0.84186,0.99716,1,0.995,0.80137,0.71135,0.79131,0.01611,0.43381,0.8506,0.00111098,0.00111098,0.00111098
451,718.81,0.56979,0.75035,0.12282,0.41143,0.85722,0.99744,1,0.995,0.84947,0.99744,1,0.995,0.82107,0.73287,0.79431,0.01608,0.40948,0.8454,0.001109,0.001109,0.001109
452,720.544,0.6221,0.76188,0.08539,0.39758,0.83659,0.99745,1,0.995,0.84051,0.95493,0.95652,0.96832,0.85378,0.72621,0.79202,0.01613,0.40439,0.83967,0.00110702,0.00110702,0.00110702
453,722.117,0.60831,0.66398,0.0702,0.38532,0.84783,0.99742,1,0.995,0.8492,0.95505,0.95652,0.97132,0.85,0.70879,0.80858,0.01659,0.38759,0.83866,0.00110504,0.00110504,0.00110504
454,723.669,0.57445,0.7301,0.12606,0.38665,0.8515,0.9974,1,0.995,0.83362,0.9974,1,0.995,0.84944,0.74603,0.8061,0.01667,0.41438,0.84934,0.00110306,0.00110306,0.00110306
455,725.256,0.64131,0.95817,0.20784,0.41387,0.87536,0.99745,1,0.995,0.82809,0.95408,0.95652,0.96814,0.82328,0.75175,0.79787,0.0168,0.4311,0.84659,0.00110108,0.00110108,0.00110108
456,726.804,0.59234,0.74,0.09769,0.39196,0.84907,0.99748,1,0.995,0.85018,0.95455,0.95652,0.96765,0.82467,0.67004,0.8303,0.01674,0.39818,0.83601,0.0010991,0.0010991,0.0010991
457,728.37,0.59267,0.76598,0.1071,0.39418,0.8262,0.9973,1,0.995,0.85853,0.95394,0.95652,0.9656,0.82233,0.67735,0.79971,0.01583,0.40637,0.84716,0.00109712,0.00109712,0.00109712
458,729.958,0.5418,0.7375,0.10715,0.36374,0.84503,0.99727,1,0.995,0.831,0.99727,1,0.995,0.82752,0.71625,0.76919,0.01584,0.40204,0.85177,0.00109514,0.00109514,0.00109514
459,731.523,0.5386,0.67737,0.08462,0.37184,0.82015,0.99726,1,0.995,0.83429,0.99726,1,0.995,0.83522,0.72928,0.77029,0.01554,0.40291,0.85648,0.00109316,0.00109316,0.00109316
460,733.213,0.59542,0.75558,0.14371,0.38613,0.84485,0.99729,1,0.995,0.8445,0.95393,0.95652,0.96246,0.84068,0.70108,0.75991,0.01583,0.39763,0.85142,0.00109118,0.00109118,0.00109118
461,734.799,0.62379,0.9594,0.16355,0.38861,0.87717,0.99741,1,0.995,0.83631,0.95405,0.95652,0.9656,0.82728,0.69859,0.74926,0.01591,0.40115,0.84812,0.0010892,0.0010892,0.0010892
462,736.376,0.59378,0.73355,0.12378,0.38755,0.85148,0.99727,1,0.995,0.82871,0.95391,0.95652,0.97013,0.85342,0.71504,0.77502,0.01575,0.40985,0.84424,0.00108722,0.00108722,0.00108722
463,737.941,0.55899,0.68038,0.09134,0.37737,0.82705,0.99728,1,0.995,0.84054,0.95386,0.95652,0.9735,0.87646,0.68793,0.76265,0.01622,0.40685,0.83704,0.00108524,0.00108524,0.00108524
464,739.544,0.627,0.77016,0.11548,0.40716,0.84946,0.99716,1,0.995,0.84148,1,0.93866,0.97245,0.84447,0.72998,0.79731,0.017,0.40632,0.84864,0.00108326,0.00108326,0.00108326
465,741.081,0.66399,0.79468,0.15876,0.39215,0.87512,0.99762,1,0.995,0.8286,0.97021,0.95652,0.96797,0.85753,0.75493,0.77679,0.01803,0.40804,0.85448,0.00108128,0.00108128,0.00108128
466,742.652,0.59891,0.79168,0.14437,0.38454,0.84444,0.99751,1,0.995,0.83763,0.99751,1,0.995,0.86767,0.73143,0.7476,0.01808,0.40225,0.8471,0.0010793,0.0010793,0.0010793
467,744.221,0.61771,0.77547,0.18557,0.39285,0.87853,0.99753,1,0.995,0.8331,0.95566,0.95652,0.96404,0.84965,0.72731,0.7908,0.01768,0.40583,0.85087,0.00107732,0.00107732,0.00107732
468,745.929,0.56896,0.7003,0.0995,0.37558,0.8515,0.99749,1,0.995,0.83088,0.9549,0.95652,0.96677,0.82257,0.73849,0.79701,0.01732,0.41625,0.85341,0.00107534,0.00107534,0.00107534
469,747.505,0.56548,0.72314,0.09298,0.39362,0.86355,0.99747,1,0.995,0.86293,0.9541,0.95652,0.96476,0.82234,0.69563,0.7987,0.01733,0.39063,0.84025,0.00107336,0.00107336,0.00107336
470,749.094,0.61972,0.76527,0.16211,0.38414,0.84607,0.99737,1,0.995,0.84292,0.95401,0.95652,0.9623,0.82688,0.73723,0.84348,0.01777,0.40505,0.85092,0.00107138,0.00107138,0.00107138
471,750.74,0.65572,0.8882,0.20731,0.40553,0.87208,0.99733,1,0.995,0.84421,0.95397,0.95652,0.96318,0.82274,0.72753,0.82137,0.01823,0.39746,0.84479,0.0010694,0.0010694,0.0010694
472,752.368,0.61441,0.84118,0.10601,0.3934,0.84438,0.9974,1,0.995,0.84572,0.95404,0.95652,0.96281,0.84391,0.71949,0.80251,0.01929,0.37905,0.84905,0.00106742,0.00106742,0.00106742
473,753.908,0.58678,0.74399,0.14515,0.38455,0.84829,0.99738,1,0.995,0.82127,0.95402,0.95652,0.96263,0.84418,0.74301,0.81012,0.02051,0.3957,0.85548,0.00106544,0.00106544,0.00106544
474,755.464,0.56288,0.73488,0.15183,0.37129,0.84521,0.99749,1,0.995,0.83138,0.95412,0.95652,0.96318,0.85795,0.71945,0.82857,0.02225,0.3729,0.85688,0.00106346,0.00106346,0.00106346
475,757.2,0.57754,0.66433,0.1163,0.36721,0.86196,0.99756,1,0.995,0.82996,0.95414,0.95652,0.94837,0.83106,0.70777,0.8257,0.0234,0.38697,0.85922,0.00106148,0.00106148,0.00106148
476,758.818,0.61237,0.85871,0.16535,0.39348,0.86702,0.99747,1,0.995,0.82205,0.9541,0.95652,0.94663,0.8065,0.71886,0.84546,0.02225,0.38666,0.86174,0.0010595,0.0010595,0.0010595
477,760.402,0.62977,0.78474,0.21671,0.40398,0.84658,0.99747,1,0.995,0.84145,0.95405,0.95652,0.94777,0.80113,0.69563,0.84515,0.02092,0.38386,0.85413,0.00105752,0.00105752,0.00105752
478,762.004,0.59589,0.77927,0.09664,0.39369,0.85084,0.99747,1,0.995,0.81942,0.9541,0.95652,0.95012,0.80158,0.76773,0.80656,0.01978,0.39007,0.86255,0.00105554,0.00105554,0.00105554
479,763.575,0.56685,0.79307,0.1512,0.38683,0.85937,0.99751,1,0.995,0.8272,0.95414,0.95652,0.95347,0.79962,0.75327,0.76812,0.01891,0.40117,0.8678,0.00105356,0.00105356,0.00105356
480,765.134,0.59836,0.70412,0.07304,0.38567,0.83672,0.99752,1,0.995,0.81849,0.95415,0.95652,0.95838,0.82171,0.71872,0.74548,0.01849,0.41809,0.85716,0.00105158,0.00105158,0.00105158
481,766.692,0.62414,0.86298,0.12242,0.38887,0.87892,0.99753,1,0.995,0.84436,0.95416,0.95652,0.96035,0.83671,0.73908,0.73435,0.01815,0.40898,0.85511,0.0010496,0.0010496,0.0010496
482,768.393,0.58499,0.72462,0.0911,0.3802,0.8479,0.99754,1,0.995,0.83587,0.99754,1,0.995,0.82641,0.74434,0.73341,0.01792,0.39735,0.84606,0.00104762,0.00104762,0.00104762
483,769.931,0.61291,0.74196,0.16037,0.37374,0.87505,0.99749,1,0.995,0.81717,0.95455,0.95652,0.96577,0.86567,0.77249,0.73802,0.01918,0.39792,0.85338,0.00104564,0.00104564,0.00104564
484,771.548,0.56944,0.82013,0.15866,0.36839,0.85345,0.99758,1,0.995,0.83498,0.95492,0.95652,0.96404,0.85723,0.69935,0.74044,0.02077,0.38545,0.84724,0.00104366,0.00104366,0.00104366
485,773.162,0.60024,0.76265,0.16203,0.3817,0.84092,0.99746,1,0.995,0.84412,0.95502,0.95652,0.96404,0.85881,0.69625,0.75968,0.02193,0.4013,0.84801,0.00104168,0.00104168,0.00104168
486,774.718,0.59232,0.77473,0.14511,0.39423,0.84084,0.99726,1,0.995,0.84019,0.95484,0.95652,0.96492,0.85292,0.7183,0.77021,0.02267,0.4204,0.85,0.0010397,0.0010397,0.0010397
487,776.294,0.58824,0.76601,0.15547,0.39157,0.83832,0.99721,1,0.995,0.86391,0.99721,1,0.995,0.85001,0.68781,0.75527,0.02223,0.38452,0.84136,0.00103772,0.00103772,0.00103772
488,777.859,0.51433,0.67598,0.12657,0.36594,0.82823,0.99744,1,0.995,0.84982,0.99744,1,0.995,0.85036,0.68948,0.72087,0.0216,0.36701,0.84414,0.00103574,0.00103574,0.00103574
489,779.487,0.58269,0.72586,0.11682,0.38815,0.82586,0.9974,1,0.995,0.83966,0.9974,1,0.995,0.86304,0.7402,0.67724,0.0216,0.40658,0.85209,0.00103376,0.00103376,0.00103376
490,781.124,0.58034,0.83837,0.13953,0.38144,0.85033,0.99749,1,0.995,0.86153,0.99749,1,0.995,0.86016,0.70322,0.69826,0.02172,0.39446,0.83938,0.00103178,0.00103178,0.00103178
491,782.785,0.55292,0.81103,0.14412,0.35983,0.83405,0.99736,1,0.995,0.86281,0.99736,1,0.995,0.85342,0.71649,0.70657,0.02111,0.38923,0.8405,0.0010298,0.0010298,0.0010298
492,784.341,0.55654,0.77958,0.18055,0.37594,0.83153,0.99745,1,0.995,0.8509,0.99745,1,0.995,0.86469,0.71499,0.71365,0.02124,0.38127,0.84445,0.00102782,0.00102782,0.00102782
493,785.9,0.6358,0.77067,0.10852,0.38894,0.82313,0.99751,1,0.995,0.82792,0.95467,0.95652,0.96677,0.84259,0.70776,0.78851,0.02175,0.38038,0.84943,0.00102584,0.00102584,0.00102584
494,787.475,0.62679,0.75068,0.15145,0.41011,0.85786,0.99755,1,0.995,0.82845,0.95485,0.95652,0.96832,0.83243,0.72906,0.86366,0.02324,0.37412,0.85518,0.00102386,0.00102386,0.00102386
495,789.053,0.56016,0.74273,0.12472,0.38551,0.83725,0.99752,1,0.995,0.84426,0.95498,0.95652,0.97307,0.85989,0.69073,0.83108,0.02438,0.35857,0.84898,0.00102188,0.00102188,0.00102188
496,790.609,0.57367,0.67414,0.09294,0.36831,0.81382,0.99744,1,0.995,0.84137,0.95408,0.95652,0.97055,0.85845,0.70046,0.79715,0.02489,0.37779,0.85312,0.0010199,0.0010199,0.0010199
497,792.177,0.56809,0.69434,0.09796,0.38169,0.83868,0.99747,1,0.995,0.83134,0.9541,0.95652,0.972,0.85591,0.76093,0.79597,0.02477,0.37481,0.86302,0.00101792,0.00101792,0.00101792
498,793.712,0.56483,0.66885,0.11546,0.36206,0.80903,0.99755,1,0.995,0.83135,0.95484,0.95652,0.97307,0.85373,0.7434,0.79805,0.02408,0.40077,0.86189,0.00101594,0.00101594,0.00101594
499,795.427,0.57883,0.75046,0.16645,0.39133,0.83467,0.99754,1,0.995,0.85048,0.95483,0.95652,0.97446,0.8495,0.73696,0.76347,0.02229,0.41213,0.85527,0.00101396,0.00101396,0.00101396
500,796.992,0.57805,0.79908,0.15765,0.37735,0.87079,0.99749,1,0.995,0.85269,0.95412,0.95652,0.96958,0.86767,0.67592,0.70403,0.0212,0.39855,0.84225,0.00101198,0.00101198,0.00101198
501,798.583,0.62331,0.71336,0.14058,0.38853,0.83699,0.99746,1,0.995,0.84946,0.99746,1,0.995,0.8786,0.69402,0.70201,0.01984,0.38961,0.8398,0.00101,0.00101,0.00101
502,800.164,0.64522,0.79872,0.13274,0.39071,0.84563,0.99745,1,0.995,0.82393,0.95432,0.95652,0.97132,0.8831,0.7745,0.74522,0.01864,0.39569,0.85944,0.00100802,0.00100802,0.00100802
503,801.754,0.62913,0.75304,0.12015,0.40081,0.84971,0.99717,1,0.995,0.81786,0.9543,0.95652,0.96988,0.88537,0.74423,0.7345,0.01979,0.40016,0.86085,0.00100604,0.00100604,0.00100604
504,803.338,0.58515,0.71915,0.09812,0.37052,0.85162,0.99706,1,0.995,0.84938,0.95416,0.95652,0.97307,0.8641,0.73016,0.76088,0.02009,0.43643,0.85342,0.00100406,0.00100406,0.00100406
505,804.893,0.59586,0.61494,0.10918,0.3766,0.83409,0.99686,1,0.995,0.83056,0.95417,0.95652,0.97524,0.86473,0.74634,0.7789,0.01866,0.39863,0.85749,0.00100208,0.00100208,0.00100208
