epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
389,575.255,0.61421,0.40202,0.85603,0.9973,1,0.995,0.81259,0.74143,0.40649,0.90481,0.00123176,0.00123176,0.00123176
390,576.716,0.54927,0.36994,0.82755,0.99726,1,0.995,0.81853,0.72164,0.42644,0.89447,0.00122978,0.00122978,0.00122978
391,578.145,0.57106,0.38092,0.84915,0.99676,1,0.995,0.80835,0.72914,0.45583,0.89323,0.0012278,0.0012278,0.0012278
392,579.589,0.58158,0.37299,0.83045,0.99637,1,0.995,0.80796,0.74615,0.43799,0.89393,0.00122582,0.00122582,0.00122582
393,581.034,0.60251,0.37298,0.83954,0.99719,1,0.995,0.82861,0.72542,0.45431,0.88938,0.00122384,0.00122384,0.00122384
394,582.483,0.62303,0.39986,0.84685,0.99716,1,0.995,0.79213,0.80582,0.42128,0.90009,0.00122186,0.00122186,0.00122186
395,583.946,0.62512,0.38004,0.84581,0.99724,1,0.995,0.81934,0.70158,0.3873,0.88947,0.00121988,0.00121988,0.00121988
396,585.385,0.6648,0.39701,0.84855,0.9974,1,0.995,0.82265,0.69852,0.40369,0.89403,0.0012179,0.0012179,0.0012179
397,586.84,0.60987,0.3728,0.83351,0.99749,1,0.995,0.81585,0.7233,0.43916,0.89427,0.00121592,0.00121592,0.00121592
398,588.329,0.62439,0.39884,0.84198,0.99742,1,0.995,0.81761,0.72272,0.44515,0.89324,0.00121394,0.00121394,0.00121394
399,589.825,0.59666,0.37761,0.82876,0.99727,1,0.995,0.81584,0.80759,0.46368,0.90934,0.00121196,0.00121196,0.00121196
400,591.269,0.62935,0.39996,0.82173,0.99744,1,0.995,0.83663,0.72214,0.41229,0.89503,0.00120998,0.00120998,0.00120998
401,592.731,0.62991,0.36516,0.84456,0.99778,1,0.995,0.85624,0.68359,0.40985,0.8893,0.001208,0.001208,0.001208
402,594.154,0.60312,0.38525,0.84237,0.99686,1,0.995,0.84505,0.74757,0.43335,0.89954,0.00120602,0.00120602,0.00120602
403,595.611,0.59424,0.39545,0.83429,0.99738,1,0.995,0.869,0.68537,0.4015,0.89232,0.00120404,0.00120404,0.00120404
404,597.07,0.55451,0.36852,0.81858,0.99734,1,0.995,0.85307,0.63737,0.36547,0.8847,0.00120206,0.00120206,0.00120206
405,598.467,0.58294,0.36935,0.83172,0.99742,1,0.995,0.85863,0.65619,0.38512,0.88552,0.00120008,0.00120008,0.00120008
406,599.89,0.57989,0.37212,0.8493,0.99746,1,0.995,0.84293,0.66048,0.36679,0.8856,0.0011981,0.0011981,0.0011981
407,601.358,0.54309,0.36712,0.82342,0.99748,1,0.995,0.8605,0.6585,0.40022,0.885,0.00119612,0.00119612,0.00119612
408,602.796,0.60218,0.37613,0.83164,0.99734,1,0.995,0.86455,0.64701,0.38997,0.88123,0.00119414,0.00119414,0.00119414
409,604.225,0.55305,0.37229,0.82029,0.99725,1,0.995,0.84829,0.64789,0.36506,0.88091,0.00119216,0.00119216,0.00119216
410,605.692,0.57596,0.35999,0.84627,0.99694,1,0.995,0.85694,0.6466,0.38439,0.87809,0.00119018,0.00119018,0.00119018
411,607.129,0.55327,0.37131,0.85276,0.99716,1,0.995,0.83322,0.7076,0.4136,0.88654,0.0011882,0.0011882,0.0011882
412,608.577,0.57163,0.37064,0.82441,0.99717,1,0.995,0.83827,0.72341,0.40836,0.89302,0.00118622,0.00118622,0.00118622
413,610.055,0.60817,0.38009,0.85661,0.99715,1,0.995,0.84599,0.67104,0.37453,0.88698,0.00118424,0.00118424,0.00118424
414,611.512,0.63062,0.37711,0.83932,0.99646,1,0.995,0.84819,0.68306,0.39072,0.88774,0.00118226,0.00118226,0.00118226
415,612.964,0.49904,0.35111,0.82235,0.99616,1,0.995,0.83355,0.72399,0.40192,0.89654,0.00118028,0.00118028,0.00118028
416,614.389,0.59717,0.37212,0.86338,0.99576,1,0.995,0.82276,0.70178,0.43304,0.89208,0.0011783,0.0011783,0.0011783
417,615.829,0.53231,0.37761,0.81896,0.9947,1,0.995,0.842,0.65364,0.40285,0.88014,0.00117632,0.00117632,0.00117632
418,617.293,0.59668,0.3792,0.85313,0.99546,1,0.995,0.84611,0.69104,0.37993,0.88793,0.00117434,0.00117434,0.00117434
419,618.761,0.58799,0.38361,0.83385,0.99576,1,0.995,0.83093,0.72191,0.39613,0.89412,0.00117236,0.00117236,0.00117236
420,620.224,0.54377,0.36674,0.82759,0.99345,1,0.995,0.84645,0.68452,0.39635,0.88486,0.00117038,0.00117038,0.00117038
421,621.68,0.61125,0.38116,0.84372,0.99135,1,0.995,0.85229,0.67889,0.41129,0.88448,0.0011684,0.0011684,0.0011684
422,623.115,0.57922,0.36894,0.83793,0.99506,1,0.995,0.81043,0.81676,0.44293,0.89976,0.00116642,0.00116642,0.00116642
423,624.537,0.6408,0.38124,0.82669,0.99687,1,0.995,0.81606,0.797,0.44845,0.9043,0.00116444,0.00116444,0.00116444
424,625.967,0.58475,0.37836,0.8446,0.99734,1,0.995,0.82612,0.71794,0.40701,0.89131,0.00116246,0.00116246,0.00116246
425,627.381,0.74976,0.43791,0.84435,0.99746,1,0.995,0.81851,0.74619,0.45635,0.90075,0.00116048,0.00116048,0.00116048
426,628.824,0.65694,0.41092,0.838,0.99751,1,0.995,0.80225,0.73835,0.4261,0.9088,0.0011585,0.0011585,0.0011585
427,630.252,0.66467,0.41979,0.84747,0.99741,1,0.995,0.81707,0.71646,0.39812,0.90299,0.00115652,0.00115652,0.00115652
428,631.695,0.57578,0.3868,0.82446,0.99744,1,0.995,0.84206,0.66025,0.39932,0.88863,0.00115454,0.00115454,0.00115454
429,633.111,0.55451,0.36542,0.86421,0.99759,1,0.995,0.8561,0.64769,0.39352,0.88442,0.00115256,0.00115256,0.00115256
430,634.594,0.54409,0.3744,0.84223,0.99757,1,0.995,0.84553,0.66931,0.41511,0.88825,0.00115058,0.00115058,0.00115058
431,636.041,0.5956,0.39768,0.8442,0.99726,1,0.995,0.82933,0.71704,0.38339,0.89101,0.0011486,0.0011486,0.0011486
432,637.492,0.57849,0.38596,0.83587,0.99701,1,0.995,0.8302,0.71053,0.38466,0.89188,0.00114662,0.00114662,0.00114662
433,638.944,0.53269,0.36911,0.84058,0.99733,1,0.995,0.8422,0.67762,0.37958,0.88693,0.00114464,0.00114464,0.00114464
434,640.363,0.5642,0.36467,0.81995,0.99747,1,0.995,0.84306,0.69924,0.39231,0.891,0.00114266,0.00114266,0.00114266
435,641.798,0.61472,0.39009,0.86489,0.99746,1,0.995,0.86553,0.65773,0.40255,0.88559,0.00114068,0.00114068,0.00114068
436,643.307,0.57803,0.36855,0.84442,0.9973,1,0.995,0.86927,0.65106,0.37259,0.88606,0.0011387,0.0011387,0.0011387
437,644.782,0.5703,0.36683,0.84805,0.9971,1,0.995,0.87761,0.6752,0.37869,0.88889,0.00113672,0.00113672,0.00113672
438,646.259,0.56361,0.36014,0.84453,0.99723,1,0.995,0.87281,0.64778,0.36566,0.88001,0.00113474,0.00113474,0.00113474
439,647.717,0.61465,0.37798,0.84974,0.99733,1,0.995,0.84581,0.66538,0.39045,0.88094,0.00113276,0.00113276,0.00113276
440,649.185,0.59277,0.37161,0.84693,0.99742,1,0.995,0.8366,0.70264,0.39365,0.88584,0.00113078,0.00113078,0.00113078
441,650.645,0.61037,0.38685,0.83499,0.99748,1,0.995,0.83265,0.73294,0.38201,0.89149,0.0011288,0.0011288,0.0011288
442,652.086,0.57317,0.37069,0.86634,0.99749,1,0.995,0.84328,0.66536,0.38194,0.88358,0.00112682,0.00112682,0.00112682
443,653.53,0.58737,0.36263,0.83442,0.99751,1,0.995,0.8368,0.66902,0.39634,0.88323,0.00112484,0.00112484,0.00112484
444,654.968,0.5113,0.33368,0.81591,0.99741,1,0.995,0.85698,0.70951,0.37059,0.88879,0.00112286,0.00112286,0.00112286
445,656.441,0.56781,0.37532,0.81109,0.99709,1,0.995,0.86411,0.68552,0.36044,0.88107,0.00112088,0.00112088,0.00112088
446,657.868,0.53514,0.35419,0.83016,0.99727,1,0.995,0.84926,0.69767,0.38592,0.8867,0.0011189,0.0011189,0.0011189
447,659.308,0.55274,0.35129,0.84374,0.99751,1,0.995,0.84459,0.73849,0.39777,0.89478,0.00111692,0.00111692,0.00111692
448,660.733,0.53856,0.35992,0.81775,0.9975,1,0.995,0.84999,0.65659,0.40466,0.88388,0.00111494,0.00111494,0.00111494
449,662.208,0.54591,0.34102,0.84632,0.9975,1,0.995,0.84034,0.66887,0.3701,0.88616,0.00111296,0.00111296,0.00111296
450,663.691,0.54927,0.36999,0.82386,0.99744,1,0.995,0.8448,0.67991,0.39771,0.88438,0.00111098,0.00111098,0.00111098
451,665.157,0.59014,0.37364,0.84151,0.99746,1,0.995,0.84568,0.63532,0.38667,0.8788,0.001109,0.001109,0.001109
452,666.608,0.57703,0.36612,0.8307,0.99744,1,0.995,0.84781,0.67832,0.40057,0.8852,0.00110702,0.00110702,0.00110702
453,668.08,0.57472,0.36338,0.82888,0.99747,1,0.995,0.8486,0.70201,0.3809,0.89056,0.00110504,0.00110504,0.00110504
454,669.532,0.55715,0.36855,0.84359,0.99751,1,0.995,0.84068,0.65348,0.3605,0.88009,0.00110306,0.00110306,0.00110306
455,670.984,0.63268,0.37956,0.84478,0.99745,1,0.995,0.84095,0.63937,0.3545,0.88135,0.00110108,0.00110108,0.00110108
456,672.415,0.55498,0.3638,0.84183,0.99746,1,0.995,0.80608,0.78355,0.40553,0.90271,0.0010991,0.0010991,0.0010991
457,673.847,0.6008,0.3702,0.86628,0.99747,1,0.995,0.82192,0.73575,0.37641,0.89963,0.00109712,0.00109712,0.00109712
458,675.292,0.577,0.36286,0.87312,0.99747,1,0.995,0.84915,0.66219,0.37824,0.88603,0.00109514,0.00109514,0.00109514
459,676.755,0.60469,0.37661,0.85243,0.99755,1,0.995,0.85301,0.67312,0.37549,0.88698,0.00109316,0.00109316,0.00109316
460,678.219,0.61782,0.3771,0.84518,0.99747,1,0.995,0.85667,0.69405,0.37982,0.88853,0.00109118,0.00109118,0.00109118
461,679.678,0.59555,0.3655,0.86213,0.99739,1,0.995,0.8658,0.68971,0.37893,0.88859,0.0010892,0.0010892,0.0010892
462,681.149,0.58991,0.37013,0.83847,0.9974,1,0.995,0.85831,0.66756,0.38129,0.88382,0.00108722,0.00108722,0.00108722
463,682.59,0.56655,0.36518,0.83125,0.99761,1,0.995,0.82662,0.72169,0.38908,0.89196,0.00108524,0.00108524,0.00108524
464,684.028,0.58633,0.35768,0.85297,0.99755,1,0.995,0.84521,0.67928,0.36102,0.88426,0.00108326,0.00108326,0.00108326
465,685.496,0.57532,0.36016,0.85438,0.99758,1,0.995,0.84988,0.66791,0.38808,0.88857,0.00108128,0.00108128,0.00108128
466,686.947,0.59809,0.36553,0.8434,0.99751,1,0.995,0.8299,0.72143,0.3747,0.90499,0.0010793,0.0010793,0.0010793
467,688.407,0.60321,0.36724,0.85451,0.99749,1,0.995,0.85455,0.65431,0.36169,0.88682,0.00107732,0.00107732,0.00107732
468,689.836,0.5698,0.3515,0.8388,0.99751,1,0.995,0.85248,0.63526,0.37642,0.87914,0.00107534,0.00107534,0.00107534
469,691.284,0.53209,0.3377,0.83554,0.99751,1,0.995,0.84352,0.65645,0.37658,0.88218,0.00107336,0.00107336,0.00107336
470,692.744,0.57665,0.3558,0.82928,0.99752,1,0.995,0.8269,0.69378,0.40447,0.88838,0.00107138,0.00107138,0.00107138
471,694.196,0.52655,0.3392,0.82438,0.9975,1,0.995,0.83469,0.68521,0.38211,0.88526,0.0010694,0.0010694,0.0010694
472,695.647,0.6003,0.3634,0.8188,0.9975,1,0.995,0.82765,0.65874,0.37005,0.88224,0.00106742,0.00106742,0.00106742
473,697.094,0.5401,0.36051,0.81135,0.99745,1,0.995,0.85196,0.69157,0.36237,0.89375,0.00106544,0.00106544,0.00106544
474,698.528,0.56979,0.36502,0.83486,0.99745,1,0.995,0.83649,0.7052,0.36974,0.89983,0.00106346,0.00106346,0.00106346
475,699.95,0.58161,0.37874,0.83943,0.9974,1,0.995,0.81957,0.70053,0.39469,0.89514,0.00106148,0.00106148,0.00106148
476,701.421,0.62474,0.38642,0.85516,0.99737,1,0.995,0.83493,0.69027,0.40233,0.88833,0.0010595,0.0010595,0.0010595
477,702.884,0.59181,0.35285,0.84008,0.99748,1,0.995,0.85368,0.67661,0.37956,0.88162,0.00105752,0.00105752,0.00105752
478,704.336,0.5596,0.35579,0.80952,0.99741,1,0.995,0.86292,0.6505,0.36651,0.87834,0.00105554,0.00105554,0.00105554
479,705.77,0.57159,0.35807,0.82583,0.99742,1,0.995,0.86257,0.68461,0.38507,0.8805,0.00105356,0.00105356,0.00105356
480,707.194,0.56834,0.37276,0.83036,0.99731,1,0.995,0.85473,0.64162,0.3735,0.87771,0.00105158,0.00105158,0.00105158
481,708.673,0.54508,0.3555,0.85084,0.99745,1,0.995,0.85143,0.60742,0.36063,0.87275,0.0010496,0.0010496,0.0010496
482,710.16,0.57012,0.35162,0.82987,0.99754,1,0.995,0.85326,0.61281,0.34902,0.87438,0.00104762,0.00104762,0.00104762
483,711.619,0.53715,0.33793,0.82856,0.99755,1,0.995,0.83304,0.66956,0.37872,0.88391,0.00104564,0.00104564,0.00104564
484,713.071,0.52306,0.34062,0.82066,0.99746,1,0.995,0.85722,0.63889,0.37196,0.88299,0.00104366,0.00104366,0.00104366
485,714.596,0.54222,0.36525,0.83406,0.99744,1,0.995,0.85251,0.65444,0.38179,0.88324,0.00104168,0.00104168,0.00104168
486,716.045,0.60411,0.37487,0.84468,0.99719,1,0.995,0.83266,0.64611,0.38001,0.8769,0.0010397,0.0010397,0.0010397
487,717.526,0.56824,0.36869,0.84373,0.99686,1,0.995,0.85748,0.63549,0.34802,0.87114,0.00103772,0.00103772,0.00103772
488,719.01,0.58811,0.35925,0.8286,0.99717,1,0.995,0.85616,0.58217,0.3743,0.86786,0.00103574,0.00103574,0.00103574
489,720.501,0.59696,0.3533,0.83433,0.99737,1,0.995,0.84209,0.66257,0.39448,0.87657,0.00103376,0.00103376,0.00103376
490,721.978,0.52927,0.342,0.79509,0.99739,1,0.995,0.86854,0.6708,0.36878,0.87642,0.00103178,0.00103178,0.00103178
491,723.461,0.58359,0.34686,0.82911,0.99738,1,0.995,0.85201,0.63942,0.38581,0.87551,0.0010298,0.0010298,0.0010298
492,724.891,0.58471,0.36611,0.86317,0.99733,1,0.995,0.82051,0.69611,0.36437,0.88623,0.00102782,0.00102782,0.00102782
493,726.319,0.57897,0.34986,0.83219,0.99734,1,0.995,0.84491,0.70153,0.39123,0.88813,0.00102584,0.00102584,0.00102584
494,727.757,0.522,0.35524,0.81443,0.9972,1,0.995,0.85436,0.64262,0.3898,0.8783,0.00102386,0.00102386,0.00102386
495,729.203,0.5838,0.35665,0.83797,0.99717,1,0.995,0.85615,0.64789,0.38123,0.87582,0.00102188,0.00102188,0.00102188
496,730.642,0.59365,0.37305,0.85804,0.99733,1,0.995,0.86326,0.61853,0.37354,0.87499,0.0010199,0.0010199,0.0010199
497,732.102,0.56984,0.35745,0.82901,0.99738,1,0.995,0.86483,0.58976,0.34774,0.87409,0.00101792,0.00101792,0.00101792
498,733.549,0.47024,0.32656,0.83102,0.99747,1,0.995,0.86955,0.62847,0.36225,0.87645,0.00101594,0.00101594,0.00101594
499,734.991,0.50757,0.34778,0.82169,0.99745,1,0.995,0.86325,0.62309,0.34334,0.87516,0.00101396,0.00101396,0.00101396
500,736.436,0.50662,0.35085,0.82715,0.99745,1,0.995,0.86163,0.59702,0.3432,0.87132,0.00101198,0.00101198,0.00101198
501,737.88,0.55111,0.35909,0.82375,0.99728,1,0.995,0.8532,0.62067,0.37391,0.8732,0.00101,0.00101,0.00101
502,739.33,0.56254,0.36172,0.86684,0.99752,1,0.995,0.83053,0.70918,0.37533,0.88391,0.00100802,0.00100802,0.00100802
503,740.801,0.51432,0.34068,0.82999,0.99748,1,0.995,0.85486,0.64353,0.37171,0.87814,0.00100604,0.00100604,0.00100604
504,742.293,0.51659,0.33042,0.81501,1,1,0.995,0.88234,0.61925,0.36397,0.8799,0.00100406,0.00100406,0.00100406
505,743.768,0.54756,0.35491,0.83197,0.9975,1,0.995,0.89251,0.62483,0.3667,0.87806,0.00100208,0.00100208,0.00100208
506,745.222,0.55137,0.33718,0.85329,0.99752,1,0.995,0.86203,0.60866,0.35316,0.87442,0.0010001,0.0010001,0.0010001
507,746.673,0.53971,0.35672,0.82329,0.9974,1,0.995,0.85766,0.64241,0.35558,0.87885,0.00099812,0.00099812,0.00099812
508,748.114,0.52989,0.34463,0.82978,0.99752,1,0.995,0.85103,0.6616,0.36616,0.88132,0.00099614,0.00099614,0.00099614
509,749.554,0.59364,0.36021,0.84237,0.99752,1,0.995,0.87042,0.65228,0.35841,0.88185,0.00099416,0.00099416,0.00099416
510,751.024,0.55044,0.36869,0.8473,0.99754,1,0.995,0.83706,0.72478,0.38865,0.89309,0.00099218,0.00099218,0.00099218
511,752.499,0.53736,0.35991,0.83324,0.99755,1,0.995,0.84068,0.66846,0.37557,0.8813,0.0009902,0.0009902,0.0009902
512,753.938,0.55143,0.35483,0.83462,0.99762,1,0.995,0.83203,0.69488,0.39756,0.88514,0.00098822,0.00098822,0.00098822
513,755.429,0.56656,0.36244,0.82872,0.99756,1,0.995,0.84454,0.6821,0.40498,0.88579,0.00098624,0.00098624,0.00098624
514,756.883,0.55734,0.38179,0.80716,0.99741,1,0.995,0.85065,0.66632,0.39306,0.87948,0.00098426,0.00098426,0.00098426
515,758.333,0.55843,0.36371,0.82765,0.99743,1,0.995,0.83325,0.65383,0.39821,0.87578,0.00098228,0.00098228,0.00098228
516,759.757,0.59357,0.36973,0.8298,0.99747,1,0.995,0.83557,0.70379,0.38292,0.88339,0.0009803,0.0009803,0.0009803
517,761.209,0.56908,0.38082,0.82505,0.99754,1,0.995,0.83593,0.68639,0.38286,0.88469,0.00097832,0.00097832,0.00097832
518,762.642,0.48901,0.3415,0.81301,0.99756,1,0.995,0.83836,0.70718,0.36622,0.88271,0.00097634,0.00097634,0.00097634
519,764.058,0.57615,0.35992,0.81489,0.9976,1,0.995,0.84073,0.6676,0.38223,0.87985,0.00097436,0.00097436,0.00097436
520,765.498,0.5468,0.35864,0.83587,0.99755,1,0.995,0.83732,0.65123,0.36514,0.87964,0.00097238,0.00097238,0.00097238
521,766.932,0.50418,0.33501,0.80438,0.99747,1,0.995,0.8513,0.6284,0.35264,0.8746,0.0009704,0.0009704,0.0009704
522,768.372,0.56959,0.3548,0.82361,0.9975,1,0.995,0.86227,0.60926,0.35026,0.87267,0.00096842,0.00096842,0.00096842
523,769.834,0.49605,0.32403,0.82505,0.99748,1,0.995,0.8678,0.62406,0.34232,0.87596,0.00096644,0.00096644,0.00096644
524,771.285,0.53771,0.34365,0.83445,0.99749,1,0.995,0.85567,0.63252,0.36356,0.87605,0.00096446,0.00096446,0.00096446
525,772.73,0.50236,0.33495,0.82505,0.99753,1,0.995,0.85938,0.62313,0.36449,0.87808,0.00096248,0.00096248,0.00096248
526,774.173,0.53202,0.34184,0.83991,0.99754,1,0.995,0.85721,0.65488,0.34984,0.87931,0.0009605,0.0009605,0.0009605
527,775.61,0.53646,0.35511,0.81549,0.99749,1,0.995,0.85489,0.6653,0.36713,0.87834,0.00095852,0.00095852,0.00095852
528,777.056,0.55267,0.36062,0.84477,0.99748,1,0.995,0.84381,0.64491,0.37324,0.87675,0.00095654,0.00095654,0.00095654
529,778.465,0.53479,0.34423,0.82548,0.99751,1,0.995,0.86284,0.61405,0.35532,0.87303,0.00095456,0.00095456,0.00095456
530,779.895,0.53844,0.33997,0.84764,0.99757,1,0.995,0.84434,0.62594,0.34274,0.875,0.00095258,0.00095258,0.00095258
531,781.378,0.53593,0.34906,0.86539,0.99754,1,0.995,0.84795,0.59428,0.36451,0.8723,0.0009506,0.0009506,0.0009506
532,782.795,0.47676,0.35389,0.82046,0.99744,1,0.995,0.84362,0.58413,0.37025,0.87265,0.00094862,0.00094862,0.00094862
533,784.236,0.50348,0.32884,0.80639,0.99746,1,0.995,0.84048,0.6091,0.37942,0.87383,0.00094664,0.00094664,0.00094664
534,785.693,0.50036,0.34454,0.77573,0.99761,1,0.995,0.84114,0.63499,0.36562,0.87696,0.00094466,0.00094466,0.00094466
535,787.111,0.58896,0.3481,0.85791,0.99753,1,0.995,0.84557,0.66573,0.37074,0.88227,0.00094268,0.00094268,0.00094268
536,788.535,0.55505,0.35357,0.8256,0.99747,1,0.995,0.85854,0.6398,0.36736,0.87775,0.0009407,0.0009407,0.0009407
537,789.969,0.51893,0.34626,0.80933,0.99743,1,0.995,0.87774,0.60555,0.33804,0.87313,0.00093872,0.00093872,0.00093872
538,791.409,0.50693,0.33714,0.8254,0.99752,1,0.995,0.86995,0.60016,0.34069,0.87078,0.00093674,0.00093674,0.00093674
539,792.861,0.56131,0.34784,0.80411,0.99743,1,0.995,0.87047,0.64128,0.34493,0.8785,0.00093476,0.00093476,0.00093476
540,794.314,0.57107,0.36669,0.8358,0.99736,1,0.995,0.85625,0.69005,0.35426,0.8894,0.00093278,0.00093278,0.00093278
541,795.754,0.56395,0.34827,0.821,0.99697,1,0.995,0.8514,0.64197,0.3556,0.88154,0.0009308,0.0009308,0.0009308
542,797.193,0.55534,0.349,0.83588,0.99665,1,0.995,0.86992,0.64758,0.35347,0.87976,0.00092882,0.00092882,0.00092882
543,798.66,0.55524,0.36881,0.8242,0.99701,1,0.995,0.86372,0.62957,0.33862,0.87338,0.00092684,0.00092684,0.00092684
544,800.125,0.51187,0.34612,0.82081,0.9973,1,0.995,0.8471,0.66795,0.37316,0.87846,0.00092486,0.00092486,0.00092486
545,801.58,0.57711,0.35448,0.82802,0.99739,1,0.995,0.85873,0.64908,0.37618,0.8777,0.00092288,0.00092288,0.00092288
546,803.034,0.56572,0.35001,0.82443,0.99739,1,0.995,0.8632,0.63461,0.36173,0.87571,0.0009209,0.0009209,0.0009209
547,804.454,0.59146,0.3426,0.82657,0.99748,1,0.995,0.85094,0.6525,0.37587,0.87516,0.00091892,0.00091892,0.00091892
548,805.946,0.57145,0.35822,0.83433,0.99746,1,0.995,0.83145,0.65904,0.36002,0.87612,0.00091694,0.00091694,0.00091694
549,807.365,0.54597,0.35381,0.81948,0.99748,1,0.995,0.87938,0.59872,0.34965,0.87083,0.00091496,0.00091496,0.00091496
550,808.813,0.55047,0.35306,0.84503,0.99751,1,0.995,0.86425,0.63209,0.34126,0.87519,0.00091298,0.00091298,0.00091298
551,810.248,0.49373,0.3288,0.8295,1,1,0.995,0.87666,0.59487,0.33291,0.8726,0.000911,0.000911,0.000911
552,811.676,0.53679,0.34745,0.83379,1,1,0.995,0.85202,0.60045,0.36577,0.87439,0.00090902,0.00090902,0.00090902
553,813.086,0.52665,0.33785,0.83708,0.99759,1,0.995,0.86665,0.60522,0.34013,0.87373,0.00090704,0.00090704,0.00090704
554,814.54,0.47949,0.32535,0.81369,0.99748,1,0.995,0.87052,0.63272,0.34668,0.87712,0.00090506,0.00090506,0.00090506
555,815.984,0.48394,0.32216,0.80736,0.99741,1,0.995,0.87816,0.61191,0.33944,0.87354,0.00090308,0.00090308,0.00090308
556,817.435,0.49734,0.32293,0.82898,0.99756,1,0.995,0.86413,0.60703,0.35887,0.87006,0.0009011,0.0009011,0.0009011
557,818.924,0.50543,0.34711,0.81089,0.99763,1,0.995,0.84075,0.65994,0.36329,0.87657,0.00089912,0.00089912,0.00089912
558,820.354,0.51201,0.32345,0.81528,0.99761,1,0.995,0.84804,0.61916,0.37621,0.87147,0.00089714,0.00089714,0.00089714
559,821.815,0.53048,0.34174,0.83595,0.99753,1,0.995,0.85477,0.62985,0.36287,0.87378,0.00089516,0.00089516,0.00089516
560,823.223,0.50199,0.35139,0.83844,0.99754,1,0.995,0.85022,0.64895,0.34461,0.87793,0.00089318,0.00089318,0.00089318
561,824.672,0.5638,0.34726,0.83651,0.99753,1,0.995,0.86412,0.64081,0.35585,0.87644,0.0008912,0.0008912,0.0008912
562,826.141,0.53568,0.32754,0.85478,0.99759,1,0.995,0.8645,0.61797,0.34447,0.87544,0.00088922,0.00088922,0.00088922
563,827.581,0.51912,0.33397,0.82747,0.99759,1,0.995,0.86981,0.59561,0.33191,0.87252,0.00088724,0.00088724,0.00088724
564,829.034,0.48419,0.3169,0.83059,0.99756,1,0.995,0.8526,0.63403,0.34564,0.87746,0.00088526,0.00088526,0.00088526
565,830.547,0.48358,0.32803,0.80353,0.99758,1,0.995,0.86986,0.63663,0.34914,0.87917,0.00088328,0.00088328,0.00088328
566,832.002,0.48444,0.3198,0.81434,0.99756,1,0.995,0.86711,0.64838,0.35821,0.88159,0.0008813,0.0008813,0.0008813
567,833.438,0.47264,0.34154,0.81567,0.99753,1,0.995,0.87619,0.64279,0.34213,0.87985,0.00087932,0.00087932,0.00087932
568,834.904,0.48319,0.31501,0.81024,0.99753,1,0.995,0.87015,0.62981,0.35066,0.87898,0.00087734,0.00087734,0.00087734
569,836.315,0.4663,0.31825,0.80643,1,1,0.995,0.87845,0.60724,0.35536,0.87392,0.00087536,0.00087536,0.00087536
570,837.739,0.46409,0.32317,0.83418,0.99757,1,0.995,0.87536,0.61353,0.36622,0.87596,0.00087338,0.00087338,0.00087338
571,839.154,0.5006,0.33699,0.81297,1,1,0.995,0.85346,0.61943,0.35099,0.87715,0.0008714,0.0008714,0.0008714
572,840.59,0.55143,0.34093,0.81949,0.99753,1,0.995,0.8701,0.60894,0.36037,0.87754,0.00086942,0.00086942,0.00086942
573,842.013,0.53136,0.33878,0.82798,0.99749,1,0.995,0.87473,0.61273,0.36485,0.87957,0.00086744,0.00086744,0.00086744
574,843.447,0.60022,0.36385,0.852,0.99744,1,0.995,0.87614,0.58001,0.34122,0.87485,0.00086546,0.00086546,0.00086546
575,844.873,0.52273,0.34552,0.81786,0.99746,1,0.995,0.88267,0.57935,0.33064,0.87086,0.00086348,0.00086348,0.00086348
576,846.307,0.4952,0.34256,0.80336,0.99753,1,0.995,0.87776,0.57416,0.33506,0.86752,0.0008615,0.0008615,0.0008615
577,847.757,0.55054,0.34255,0.82806,0.99754,1,0.995,0.86592,0.62423,0.3382,0.8747,0.00085952,0.00085952,0.00085952
578,849.165,0.49862,0.33347,0.83538,0.99744,1,0.995,0.85754,0.65801,0.35401,0.87994,0.00085754,0.00085754,0.00085754
579,850.629,0.50901,0.32504,0.79942,0.9971,1,0.995,0.86891,0.61574,0.34615,0.87294,0.00085556,0.00085556,0.00085556
580,852.055,0.51022,0.33941,0.81959,0.99713,1,0.995,0.86466,0.6022,0.34154,0.87271,0.00085358,0.00085358,0.00085358
581,853.498,0.50875,0.34019,0.83077,0.99733,1,0.995,0.87264,0.58967,0.34466,0.87239,0.0008516,0.0008516,0.0008516
582,854.948,0.48234,0.32146,0.81124,0.99742,1,0.995,0.88995,0.55769,0.33385,0.86804,0.00084962,0.00084962,0.00084962
583,856.366,0.4969,0.31653,0.83869,0.99755,1,0.995,0.87698,0.58225,0.32605,0.87258,0.00084764,0.00084764,0.00084764
584,857.777,0.53788,0.35741,0.86796,0.99757,1,0.995,0.85977,0.60454,0.33815,0.87496,0.00084566,0.00084566,0.00084566
585,859.237,0.52199,0.31953,0.81172,0.99765,1,0.995,0.86727,0.58535,0.33101,0.8741,0.00084368,0.00084368,0.00084368
586,860.728,0.50647,0.3287,0.81927,0.99783,1,0.995,0.88167,0.59282,0.34446,0.87615,0.0008417,0.0008417,0.0008417
